name,url,category,description,featured,hidden
Abstrakt,https://weareabstrakt.com,E-commerce/Retail,"Abstrakt is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Academy,https://academy.pictures,Photography,"Academy is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Acayaba + Rosenberg,https://ar-arquitetos.com.br,Design/Creative,"Acayaba + Rosenberg is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Access Ventures,http://accessventures.org,Finance/Investment,"Access Ventures is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Acedesign,https://acedesign.studio,Design/Creative,"Acedesign is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Acid House,https://acidhouse.barcelona,Food & Beverage,"Acid House is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Acne Studios,https://acnestudios.com,Design/Creative,"Acne Studios is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Acre Creative,https://acrecreative.com,Design/Creative,"Acre Creative is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Act Normal,http://actnormal.co,Personal/Portfolio,"Act Normal is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Acte Training,https://acteTrianing.com,Technology/Software,"Acte Training is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Acuity:scheduling,https://acuity-scheduling.com,SaaS / Design,"Acuity:scheduling is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",False,False
Ada,https://www.ada.cx,AI / Agents,AI customer service agents that autonomously resolve the majority of tickets.,False,True
Ada Blackjack Goods,https://adablackjackgoods.com,E-commerce/Retail,"Ada Blackjack Goods is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Ada Sokol,https://adasokol.com,Personal/Portfolio,"Ada Sokol is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adam Andrascik,https://adamandrascik.com,Personal/Portfolio,"Adam Andrascik is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adam Brandon,http://adam-brandon.com,Design/Creative,"Adam Brandon is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Adam Ho,https://adamho.com,Personal/Portfolio,"Adam Ho is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adam Noffsinger,https://adamnoffsinger.com,Personal/Portfolio,"Adam Noffsinger is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adam Reed,https://adamreed.com,Personal/Portfolio,"Adam Reed is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adam Widmanski,https://adamwidmanski2016.com,Personal/Portfolio,"Adam Widmanski is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Addison James,https://addisonjames.com,Personal/Portfolio,"Addison James is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adelaide Review,https://adelaidereview.com,Technology/Software,"Adelaide Review is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Adele Bates,https://adelebates.com,Personal/Portfolio,"Adele Bates is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adele Type,https://adeletype.com,Typography,"Adele Type is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Adept,https://www.adept.ai,Technology/Software,"Adept is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Adi Goodrich,https://adigoodrich.com,Personal/Portfolio,"Adi Goodrich is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adidas Originals,https://adidasoriginals.com,Personal/Portfolio,"Adidas Originals is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adler Fresneda,https://adlerfresneda.com,Personal/Portfolio,"Adler Fresneda is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Admir Hadzic,http://admirhadzic.com,Personal/Portfolio,"Admir Hadzic is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adoratorio,https://adoratorio.studio,Design/Creative,"Adoratorio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Adrian Zumbrunnen,https://adrianzumbrunnen.com,Personal/Portfolio,"Adrian Zumbrunnen is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Adrien_M_Studio,https://www.adrien-m.com,Design/Creative,"Adrien_M_Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Advanced Urban Design,https://advancedurbandesign.com,Design/Creative,"Advanced Urban Design is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Advene,http://www.advenedesign.com,Design/Creative,"Advene is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Advocacy Through Walls,https://advocacythroughwalls.com,Recruitment/HR,"Advocacy Through Walls is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Aero,https://aerotechnology.com,Technology/Software,"Aero is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Aeron Remastered,http://www.hermanmiller.com/products/seating/performance-work-chairs/aeron-remastered.html#,Technology/Software,"Aeron Remastered is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Aesop Taxonomy of Design,https://aesoptaxonomyofdesign.com,Design/Creative,"Aesop Taxonomy of Design is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Aesse Visual Journal,https://aessevisualjournal.com,Design/Creative,"Aesse Visual Journal is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Aesthetic Invention,https://aestheticinvention.com,Personal/Portfolio,"Aesthetic Invention is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Aether,https://aether-eyewear.com,E-commerce/Retail,"Aether is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Afresh,https://afreshtechnologies.com,Technology/Software,"Afresh is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
After School Club,https://afterschoolclub.com,Education/Training,"After School Club is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Agence Pony,https://www.agencepony.fr,Personal/Portfolio,"Agence Pony is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Agence Rébellion,https://rblln.fr,Personal/Portfolio,"Agence Rébellion is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Agency Leroy,http://www.agencyleroy.com,Design/Creative,"Agency Leroy is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Agency Survival Kit,https://agencysurvivalkit.com,Design/Creative,"Agency Survival Kit is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Agent Pekka,https://agentpekka2015.com,Personal/Portfolio,"Agent Pekka is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Agnes Lloyd-Platt,https://agneslloydplatt.com,Personal/Portfolio,"Agnes Lloyd-Platt is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Agustín Schelstraete,https://agustnschelstraete.com,Personal/Portfolio,"Agustín Schelstraete is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Ahmad Shadeed,https://ahmadshadeed.com,Personal/Portfolio,"Ahmad Shadeed is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Ahmed Al Ismaily,https://ahmedalismaily.com,Technology/Software,"Ahmed Al Ismaily is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Ahmed Yasser,https://ahmedyasser.com,Personal/Portfolio,"Ahmed Yasser is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Ahotels,https://ahotels.com,Travel/Hospitality,"Ahotels is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Ahrefs,https://ahrefs.com,SaaS / Marketing,SEO tools for backlink analysis and keyword research.,False,False
Aida,https://aida.com,Technology/Software,"Aida is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Ailey,https://ailey.org,Technology/Software,"Ailey is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Aim Design Studio,https://aimdesignstudio.com,Technology/Software,"Aim Design Studio is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Ain't Saint,https://seint.store,Technology/Software,"Ain't Saint is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Air,https://air.com,AI Tool,"Air is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,True
Air Company,https://aircompany.com,Technology/Software,"Air Company is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Air Company — Airmade System,https://airmade.aircompany.com,Technology/Software,"Air Company — Airmade System is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Air Poster,http://www.airposter.fr,Technology/Software,"Air Poster is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Aircall,https://aircall.com,AI Tool,"Aircall is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Airlift,https://www.weareairlift.com,Technology/Software,"Airlift is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Airloom,https://www.airloom.energy,Technology/Software,"Airloom is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Airsmart,https://airsmart.com,Technology/Software,"Airsmart is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Airtable,https://try.airtable.com/mobile,Technology/Software,"Airtable is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
AisleOne,https://aisleone.com,Technology/Software,"AisleOne is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Akuto Studio — Chord Machine AKT-0.1,https://akutostudio.com,Technology/Software,"Akuto Studio — Chord Machine AKT-0.1 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Alabama Chanin,https://alabamachanin.com,Personal/Portfolio,"Alabama Chanin is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Alastair Strong Studio,https://alastairstrong.studio,Technology/Software,"Alastair Strong Studio is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Alba Condos,https://www.albacondos.com,Personal/Portfolio,"Alba Condos is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Albert Escolá Architect,https://albertescolaarchitect.com,Architecture/Real Estate,"Albert Escolá Architect is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Alberto Oviedo,https://albertooviedo.com,Personal/Portfolio,"Alberto Oviedo is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Albion Nord,https://albion-nord.com,Personal/Portfolio,"Albion Nord is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Alcest,https://alcestmusic.com,Music,"Alcest is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Alden Studios,https://www.aldenstudios.com,Design/Creative,"Alden Studios is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Alec Dudson,https://alecdudson.com,Personal/Portfolio,"Alec Dudson is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Aleksi Tappura,https://aleksitappura.com,Technology/Software,"Aleksi Tappura is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Alessandro Giammaria,https://alessandrogiammaria.com,Personal/Portfolio,"Alessandro Giammaria is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Alessandro Rigobello,http://sndrgb.com,Personal/Portfolio,"Alessandro Rigobello is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Alessandro Romagnoli,https://www.alessandroromagnoliph.it,Personal/Portfolio,"Alessandro Romagnoli is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Alessandro Scarpellini,https://alessandroscarpellini.com,Mobility/Transportation,"Alessandro Scarpellini is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Alessia Marcuzzi,https://alessiamarcuzzi.com,Personal/Portfolio,"Alessia Marcuzzi is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Alet,https://aletagency.com,Design/Creative,"Alet is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
